id,psu,country,wave,q1,wt,stratum,Q1001,Q1002,Q1003,Q1005,Q100,Q101,Q102,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q209B,Q501,Q501A,Q266,Q263,Q516A,Q512,Q515A2,Q511
15853,193,Palestine,5,150003,2.97746860028902,6,60.0,2.0,2.0,4.0,1.0,1,2,2.0,2,1.0,2.0,2.0,3.0,1.0,2,2,1.0,2.0,2.0,7,1.0,9.0
15854,193,Palestine,5,150003,0.311164965041907,6,43.0,1.0,4.0,2.0,98.0,4,2,2.0,2,3.0,4.0,4.0,3.0,2.0,2,2,2.0,2.0,3.0,5,4.0,8.0
15855,193,Palestine,5,150003,0.311164965041907,6,40.0,2.0,4.0,6.0,3.0,3,2,2.0,1,3.0,2.0,1.0,2.0,2.0,2,2,1.0,2.0,3.0,6,4.0,3.0
15856,193,Palestine,5,150003,1.4013779812471296,6,38.0,1.0,6.0,1.0,2.0,3,3,2.0,3,4.0,3.0,2.0,1.0,1.0,1,1,1.0,3.0,3.0,5,2.0,6.0
15857,192,Palestine,5,150003,1.4013779812471296,6,33.0,1.0,6.0,1.0,1.0,3,1,2.0,2,2.0,2.0,1.0,2.0,2.0,1,1,1.0,3.0,3.0,8,4.0,7.0
15858,192,Palestine,5,150003,1.2403004783255,6,19.0,2.0,4.0,5.0,2.0,4,5,2.0,3,3.0,4.0,3.0,2.0,3.0,2,2,98.0,3.0,1.0,7,3.0,3.0
15859,214,Palestine,5,150009,1.19069710907974,23,48.0,1.0,6.0,5.0,1.0,2,1,2.0,2,2.0,2.0,3.0,2.0,2.0,2,2,1.0,1.0,3.0,10,1.0,6.0
15860,214,Palestine,5,150009,1.3004332961552398,23,20.0,2.0,4.0,5.0,3.0,2,2,2.0,2,4.0,3.0,2.0,1.0,2.0,2,1,2.0,2.0,1.0,8,1.0,4.0
15861,240,Palestine,5,150012,0.310890804531076,31,55.0,1.0,4.0,6.0,2.0,3,2,2.0,3,4.0,4.0,3.0,3.0,3.0,1,1,1.0,3.0,2.0,4,1.0,3.0
15862,240,Palestine,5,150012,1.8743016118199,31,26.0,2.0,5.0,5.0,2.0,4,3,2.0,3,4.0,4.0,4.0,4.0,4.0,2,2,2.0,3.0,2.0,5,4.0,4.0
